order_id,order_date,order_year_month,customer_id,signup_date,signup_cohort,acquisition_channel,city,product_id,product_category,quantity,gross_amount,discount_amount,net_revenue,shipping_cost,payment_fee,total_cogs,cm2_operating_profit,discount_pct
ORD-015648,2025-04-04,2025-04,5206,2025-02-20,2025-02,Meta Ads,Bengaluru,P107,Beauty & Grooming,1,699.0,104.85,594.15,60.0,11.88,250.0,272.27,15.0
ORD-015649,2025-07-29,2025-07,3155,2025-06-27,2025-06,Paid Search,Pune,P105,Home & Kitchen,1,999.0,349.65,649.35,80.0,12.99,400.0,156.36,35.0
ORD-015650,2026-05-31,2026-05,6109,2026-03-26,2026-03,Organic Search,Mumbai,P106,Beauty & Grooming,2,998.0,0.0,998.0,100.0,19.96,300.0,578.04,0.0
ORD-015651,2025-08-09,2025-08,4924,2025-05-31,2025-05,Paid Search,Hyderabad,P104,Fashion,1,1499.0,374.75,1124.25,60.0,22.48,600.0,441.77,25.0
ORD-015652,2026-06-17,2026-06,7085,2026-05-05,2026-05,Paid Search,Hyderabad,P104,Fashion,1,1499.0,224.85,1274.15,60.0,25.48,600.0,588.6700000000001,15.0
ORD-015653,2025-08-06,2025-08,8263,2025-08-06,2025-08,Organic Search,Hyderabad,P105,Home & Kitchen,1,999.0,49.95,949.05,60.0,18.98,400.0,470.06999999999994,5.0
ORD-015654,2025-09-04,2025-09,4869,2025-07-19,2025-07,Organic Search,Bengaluru,P105,Home & Kitchen,2,1998.0,0.0,1998.0,100.0,39.96,800.0,1058.04,0.0
ORD-015655,2025-10-10,2025-10,4791,2025-07-07,2025-07,Paid Search,Hyderabad,P106,Beauty & Grooming,1,499.0,124.75,374.25,100.0,7.48,150.0,116.77,25.0
ORD-015656,2024-09-21,2024-09,10037,2024-09-18,2024-09,Paid Search,Delhi NCR,P104,Fashion,1,1499.0,524.65,974.35,100.0,19.49,600.0,254.86,35.0
ORD-015657,2025-04-22,2025-04,10900,2025-04-07,2025-04,Paid Search,Pune,P106,Beauty & Grooming,1,499.0,74.85,424.15,60.0,8.48,150.0,205.67,15.0
ORD-015658,2026-04-12,2026-04,3008,2026-01-15,2026-01,Organic Search,Mumbai,P106,Beauty & Grooming,1,499.0,24.95,474.05,60.0,9.48,150.0,254.57000000000002,5.0
ORD-015659,2024-12-03,2024-12,2274,2024-10-20,2024-10,Paid Search,Mumbai,P105,Home & Kitchen,1,999.0,249.75,749.25,80.0,14.98,400.0,254.27,25.0
ORD-015660,2025-06-26,2025-06,7874,2025-06-21,2025-06,Paid Search,Pune,P106,Beauty & Grooming,1,499.0,174.65,324.35,100.0,6.49,150.0,67.86000000000003,35.0
ORD-015661,2026-01-31,2026-01,7853,2025-12-22,2025-12,Influencer,Delhi NCR,P104,Fashion,1,1499.0,74.95,1424.05,60.0,28.48,600.0,735.5699999999999,5.0
ORD-015662,2025-05-12,2025-05,10405,2025-03-30,2025-03,Paid Search,Delhi NCR,P102,Electronics,2,1598.0,399.5,1198.5,80.0,23.97,900.0,194.53,25.0
ORD-015663,2025-08-26,2025-08,8812,2025-08-21,2025-08,Paid Search,Mumbai,P104,Fashion,1,1499.0,0.0,1499.0,60.0,29.98,600.0,809.02,0.0
ORD-015664,2026-01-18,2026-01,3265,2026-01-10,2026-01,Organic Search,Bengaluru,P106,Beauty & Grooming,1,499.0,0.0,499.0,60.0,9.98,150.0,279.02,0.0
ORD-015665,2026-07-10,2026-07,2611,2026-06-01,2026-06,Influencer,Bengaluru,P101,Electronics,1,1999.0,99.95,1899.05,60.0,37.98,1200.0,601.0699999999999,5.0
ORD-015666,2025-05-26,2025-05,10611,2025-05-03,2025-05,Organic Search,Pune,P104,Fashion,1,1499.0,0.0,1499.0,100.0,29.98,600.0,769.02,0.0
ORD-015667,2026-05-01,2026-05,2787,2026-04-20,2026-04,Organic Search,Hyderabad,P102,Electronics,2,1598.0,0.0,1598.0,60.0,31.96,900.0,606.04,0.0
ORD-015668,2025-09-23,2025-09,5400,2025-08-10,2025-08,Paid Search,Hyderabad,P104,Fashion,1,1499.0,374.75,1124.25,80.0,22.48,600.0,421.77,25.0
ORD-015669,2025-05-02,2025-05,4483,2025-04-27,2025-04,Paid Search,Hyderabad,P105,Home & Kitchen,1,999.0,0.0,999.0,60.0,19.98,400.0,519.02,0.0
ORD-015670,2026-05-26,2026-05,7547,2026-05-21,2026-05,Meta Ads,Hyderabad,P106,Beauty & Grooming,1,499.0,74.85,424.15,60.0,8.48,150.0,205.67,15.0
ORD-015671,2025-06-26,2025-06,9572,2025-06-26,2025-06,Meta Ads,Pune,P102,Electronics,1,799.0,279.65,519.35,60.0,10.39,450.0,-1.0399999999999778,35.0
ORD-015672,2026-07-26,2026-07,7596,2026-06-09,2026-06,Paid Search,Bengaluru,P107,Beauty & Grooming,1,699.0,174.75,524.25,80.0,10.48,250.0,183.77,25.0
ORD-015673,2025-11-24,2025-11,1694,2025-07-27,2025-07,Paid Search,Hyderabad,P103,Fashion,1,899.0,0.0,899.0,80.0,17.98,300.0,501.02,0.0
ORD-015674,2026-01-16,2026-01,10640,2026-01-16,2026-01,Paid Search,Pune,P104,Fashion,1,1499.0,374.75,1124.25,60.0,22.48,600.0,441.77,25.0
ORD-015675,2026-04-02,2026-04,8026,2026-03-10,2026-03,Meta Ads,Delhi NCR,P105,Home & Kitchen,1,999.0,149.85,849.15,60.0,16.98,400.0,372.16999999999996,15.0
ORD-015676,2025-02-09,2025-02,2756,2025-02-01,2025-02,Influencer,Mumbai,P103,Fashion,1,899.0,44.95,854.05,100.0,17.08,300.0,436.96999999999997,5.0
ORD-015677,2025-10-15,2025-10,8034,2025-08-30,2025-08,Meta Ads,Pune,P103,Fashion,1,899.0,224.75,674.25,80.0,13.48,300.0,280.77,25.0
ORD-015678,2025-09-24,2025-09,8694,2025-08-29,2025-08,Meta Ads,Mumbai,P103,Fashion,2,1798.0,0.0,1798.0,60.0,35.96,600.0,1102.04,0.0
ORD-015679,2025-04-24,2025-04,1848,2025-03-15,2025-03,Email Referral,Mumbai,P101,Electronics,1,1999.0,0.0,1999.0,80.0,39.98,1200.0,679.02,0.0
ORD-015680,2025-10-24,2025-10,5062,2025-08-03,2025-08,Paid Search,Hyderabad,P106,Beauty & Grooming,3,1497.0,0.0,1497.0,80.0,29.94,450.0,937.06,0.0
ORD-015681,2025-04-17,2025-04,2196,2025-03-11,2025-03,Influencer,Bengaluru,P105,Home & Kitchen,1,999.0,0.0,999.0,60.0,19.98,400.0,519.02,0.0
ORD-015682,2024-10-07,2024-10,10705,2024-09-03,2024-09,Paid Search,Hyderabad,P107,Beauty & Grooming,2,1398.0,349.5,1048.5,60.0,20.97,500.0,467.53,25.0
ORD-015683,2024-11-10,2024-11,6479,2024-11-04,2024-11,Organic Search,Hyderabad,P101,Electronics,1,1999.0,99.95,1899.05,100.0,37.98,1200.0,561.0699999999999,5.0
ORD-015684,2025-08-06,2025-08,7333,2025-07-10,2025-07,Meta Ads,Hyderabad,P105,Home & Kitchen,1,999.0,249.75,749.25,60.0,14.98,400.0,274.27,25.0
ORD-015685,2025-03-03,2025-03,9155,2025-01-18,2025-01,Organic Search,Mumbai,P105,Home & Kitchen,2,1998.0,0.0,1998.0,100.0,39.96,800.0,1058.04,0.0
ORD-015686,2025-05-10,2025-05,6649,2025-03-16,2025-03,Organic Search,Hyderabad,P106,Beauty & Grooming,1,499.0,0.0,499.0,80.0,9.98,150.0,259.02,0.0
ORD-015687,2025-03-20,2025-03,4321,2025-03-17,2025-03,Meta Ads,Delhi NCR,P102,Electronics,1,799.0,119.85,679.15,80.0,13.58,450.0,135.56999999999996,15.0
ORD-015688,2025-12-03,2025-12,3458,2025-10-13,2025-10,Organic Search,Bengaluru,P103,Fashion,1,899.0,0.0,899.0,100.0,17.98,300.0,481.02,0.0
ORD-015689,2026-03-09,2026-03,4451,2026-02-28,2026-02,Meta Ads,Mumbai,P104,Fashion,2,2998.0,1049.3,1948.7,80.0,38.97,1200.0,629.73,35.0
ORD-015690,2025-03-26,2025-03,9419,2025-02-06,2025-02,Organic Search,Pune,P102,Electronics,1,799.0,0.0,799.0,80.0,15.98,450.0,253.02,0.0
ORD-015691,2025-12-24,2025-12,2808,2025-12-10,2025-12,Paid Search,Pune,P104,Fashion,1,1499.0,224.85,1274.15,60.0,25.48,600.0,588.6700000000001,15.0
ORD-015692,2024-11-19,2024-11,1419,2024-10-10,2024-10,Organic Search,Mumbai,P107,Beauty & Grooming,1,699.0,34.95,664.05,80.0,13.28,250.0,320.77,5.0
ORD-015693,2026-03-06,2026-03,4156,2026-02-27,2026-02,Organic Search,Pune,P106,Beauty & Grooming,1,499.0,0.0,499.0,80.0,9.98,150.0,259.02,0.0
ORD-015694,2025-11-09,2025-11,10111,2025-06-17,2025-06,Email Referral,Pune,P103,Fashion,1,899.0,0.0,899.0,80.0,17.98,300.0,501.02,0.0
ORD-015695,2024-11-24,2024-11,8365,2024-10-01,2024-10,Meta Ads,Pune,P105,Home & Kitchen,1,999.0,249.75,749.25,80.0,14.98,400.0,254.27,25.0
ORD-015696,2025-02-12,2025-02,4819,2025-01-30,2025-01,Influencer,Mumbai,P107,Beauty & Grooming,1,699.0,34.95,664.05,80.0,13.28,250.0,320.77,5.0
ORD-015697,2026-03-20,2026-03,3632,2025-12-30,2025-12,Organic Search,Mumbai,P106,Beauty & Grooming,2,998.0,0.0,998.0,100.0,19.96,300.0,578.04,0.0
ORD-015698,2026-05-06,2026-05,4675,2025-12-16,2025-12,Organic Search,Bengaluru,P107,Beauty & Grooming,2,1398.0,69.9,1328.1,60.0,26.56,500.0,741.54,5.0
ORD-015699,2025-09-08,2025-09,10538,2025-08-04,2025-08,Organic Search,Pune,P102,Electronics,1,799.0,0.0,799.0,80.0,15.98,450.0,253.02,0.0
ORD-015700,2026-01-20,2026-01,5631,2026-01-01,2026-01,Paid Search,Mumbai,P101,Electronics,3,5997.0,1499.25,4497.75,80.0,89.96,3600.0,727.79,25.0
ORD-015701,2026-03-25,2026-03,7869,2026-03-16,2026-03,Meta Ads,Hyderabad,P105,Home & Kitchen,2,1998.0,699.3,1298.7,60.0,25.97,800.0,412.73,35.0
ORD-015702,2025-04-01,2025-04,6514,2025-02-17,2025-02,Organic Search,Delhi NCR,P106,Beauty & Grooming,1,499.0,0.0,499.0,100.0,9.98,150.0,239.02,0.0
ORD-015703,2025-09-01,2025-09,2830,2025-08-20,2025-08,Paid Search,Bengaluru,P107,Beauty & Grooming,1,699.0,244.65,454.35,100.0,9.09,250.0,95.26000000000002,35.0
ORD-015704,2024-12-31,2024-12,10856,2024-09-24,2024-09,Meta Ads,Mumbai,P101,Electronics,1,1999.0,499.75,1499.25,100.0,29.98,1200.0,169.27,25.0
ORD-015705,2026-04-26,2026-04,9277,2026-04-12,2026-04,Meta Ads,Bengaluru,P107,Beauty & Grooming,1,699.0,244.65,454.35,60.0,9.09,250.0,135.26000000000002,35.0
ORD-015706,2024-10-05,2024-10,4813,2024-09-30,2024-09,Paid Search,Pune,P105,Home & Kitchen,1,999.0,249.75,749.25,60.0,14.98,400.0,274.27,25.0
ORD-015708,2025-04-19,2025-04,8595,2025-03-28,2025-03,Paid Search,Mumbai,P103,Fashion,1,899.0,224.75,674.25,60.0,13.48,300.0,300.77,25.0
ORD-015709,2025-10-20,2025-10,3798,2025-09-02,2025-09,Organic Search,Delhi NCR,P102,Electronics,2,1598.0,0.0,1598.0,60.0,31.96,900.0,606.04,0.0
ORD-015710,2025-01-18,2025-01,5148,2025-01-05,2025-01,Meta Ads,Hyderabad,P106,Beauty & Grooming,2,998.0,149.7,848.3,100.0,16.97,300.0,431.3299999999999,15.0
ORD-015711,2025-03-11,2025-03,3132,2025-02-27,2025-02,Paid Search,Hyderabad,P106,Beauty & Grooming,1,499.0,74.85,424.15,100.0,8.48,150.0,165.67,15.0
ORD-015712,2025-05-19,2025-05,3760,2025-04-24,2025-04,Paid Search,Hyderabad,P106,Beauty & Grooming,1,499.0,124.75,374.25,80.0,7.48,150.0,136.77,25.0
ORD-015713,2025-05-13,2025-05,9933,2025-02-18,2025-02,Paid Search,Bengaluru,P107,Beauty & Grooming,1,699.0,174.75,524.25,60.0,10.48,250.0,203.77,25.0
ORD-015714,2025-01-24,2025-01,3877,2024-12-18,2024-12,Meta Ads,Hyderabad,P104,Fashion,3,4497.0,0.0,4497.0,60.0,89.94,1800.0,2547.06,0.0
ORD-015715,2024-12-12,2024-12,10904,2024-11-09,2024-11,Meta Ads,Bengaluru,P103,Fashion,1,899.0,134.85,764.15,80.0,15.28,300.0,368.87,15.0
ORD-015716,2026-02-25,2026-02,1056,2026-02-04,2026-02,Email Referral,Delhi NCR,P104,Fashion,1,1499.0,0.0,1499.0,80.0,29.98,600.0,789.02,0.0
ORD-015717,2024-09-13,2024-09,4363,2024-09-01,2024-09,Organic Search,Mumbai,P105,Home & Kitchen,1,999.0,0.0,999.0,60.0,19.98,400.0,519.02,0.0
ORD-015718,2026-02-05,2026-02,9999,2025-12-03,2025-12,Paid Search,Mumbai,P101,Electronics,1,1999.0,0.0,1999.0,80.0,39.98,1200.0,679.02,0.0
ORD-015719,2025-05-13,2025-05,4057,2025-05-13,2025-05,Organic Search,Delhi NCR,P104,Fashion,2,2998.0,0.0,2998.0,60.0,59.96,1200.0,1678.04,0.0
ORD-015720,2025-09-22,2025-09,5751,2025-05-21,2025-05,Paid Search,Delhi NCR,P101,Electronics,2,3998.0,999.5,2998.5,80.0,59.97,2400.0,458.53,25.0
ORD-015721,2026-04-26,2026-04,10199,2026-02-19,2026-02,Organic Search,Bengaluru,P107,Beauty & Grooming,1,699.0,34.95,664.05,60.0,13.28,250.0,340.77,5.0
ORD-015722,2025-11-13,2025-11,6004,2025-10-27,2025-10,Paid Search,Pune,P104,Fashion,1,1499.0,0.0,1499.0,80.0,29.98,600.0,789.02,0.0
ORD-015723,2026-03-25,2026-03,8906,2026-01-03,2026-01,Email Referral,Pune,P101,Electronics,1,1999.0,0.0,1999.0,80.0,39.98,1200.0,679.02,0.0
ORD-015724,2025-05-10,2025-05,5104,2025-04-22,2025-04,Paid Search,Mumbai,P103,Fashion,1,899.0,134.85,764.15,60.0,15.28,300.0,388.87,15.0
ORD-015725,2024-09-16,2024-09,7268,2024-08-30,2024-08,Paid Search,Bengaluru,P104,Fashion,3,4497.0,674.55,3822.45,60.0,76.45,1800.0,1885.9999999999998,15.0
ORD-015726,2026-07-01,2026-07,2782,2026-06-15,2026-06,Influencer,Hyderabad,P103,Fashion,1,899.0,0.0,899.0,100.0,17.98,300.0,481.02,0.0
ORD-015727,2025-02-16,2025-02,1990,2025-01-24,2025-01,Influencer,Delhi NCR,P103,Fashion,2,1798.0,0.0,1798.0,80.0,35.96,600.0,1082.04,0.0
ORD-015728,2025-07-19,2025-07,8553,2025-05-02,2025-05,Organic Search,Mumbai,P101,Electronics,1,1999.0,99.95,1899.05,80.0,37.98,1200.0,581.0699999999999,5.0
ORD-015729,2025-12-10,2025-12,6200,2025-11-27,2025-11,Paid Search,Bengaluru,P104,Fashion,3,4497.0,674.55,3822.45,60.0,76.45,1800.0,1885.9999999999998,15.0
ORD-015730,2026-02-10,2026-02,4370,2025-12-29,2025-12,Organic Search,Pune,P104,Fashion,1,1499.0,74.95,1424.05,60.0,28.48,600.0,735.5699999999999,5.0
ORD-015731,2024-09-17,2024-09,1378,2024-09-09,2024-09,Paid Search,Mumbai,P102,Electronics,2,1598.0,399.5,1198.5,60.0,23.97,900.0,214.53,25.0
ORD-015732,2026-04-04,2026-04,3378,2025-09-13,2025-09,Organic Search,Hyderabad,P107,Beauty & Grooming,1,699.0,0.0,699.0,60.0,13.98,250.0,375.02,0.0
ORD-015733,2025-04-05,2025-04,7046,2025-03-25,2025-03,Organic Search,Hyderabad,P101,Electronics,1,1999.0,99.95,1899.05,60.0,37.98,1200.0,601.0699999999999,5.0
ORD-015734,2025-07-15,2025-07,1282,2025-04-26,2025-04,Paid Search,Hyderabad,P104,Fashion,1,1499.0,224.85,1274.15,60.0,25.48,600.0,588.6700000000001,15.0
ORD-015735,2025-05-24,2025-05,3920,2025-05-12,2025-05,Paid Search,Pune,P105,Home & Kitchen,2,1998.0,499.5,1498.5,100.0,29.97,800.0,568.53,25.0
ORD-015736,2026-05-06,2026-05,7985,2026-04-10,2026-04,Influencer,Bengaluru,P102,Electronics,1,799.0,0.0,799.0,60.0,15.98,450.0,273.02,0.0
ORD-015737,2025-06-10,2025-06,4595,2025-05-28,2025-05,Meta Ads,Bengaluru,P107,Beauty & Grooming,1,699.0,0.0,699.0,100.0,13.98,250.0,335.02,0.0
ORD-015738,2026-01-16,2026-01,2839,2025-11-17,2025-11,Email Referral,Bengaluru,P104,Fashion,1,1499.0,74.95,1424.05,80.0,28.48,600.0,715.5699999999999,5.0
ORD-015739,2025-03-09,2025-03,7571,2025-01-20,2025-01,Meta Ads,Delhi NCR,P107,Beauty & Grooming,1,699.0,174.75,524.25,60.0,10.48,250.0,203.77,25.0
ORD-015740,2025-06-14,2025-06,9407,2025-06-09,2025-06,Paid Search,Hyderabad,P101,Electronics,1,1999.0,299.85,1699.15,80.0,33.98,1200.0,385.1700000000001,15.0
ORD-015741,2026-07-21,2026-07,5731,2026-05-10,2026-05,Paid Search,Bengaluru,P107,Beauty & Grooming,2,1398.0,0.0,1398.0,60.0,27.96,500.0,810.04,0.0
ORD-015742,2026-07-09,2026-07,3121,2026-03-28,2026-03,Influencer,Hyderabad,P106,Beauty & Grooming,1,499.0,24.95,474.05,60.0,9.48,150.0,254.57000000000002,5.0
ORD-015743,2025-08-11,2025-08,3871,2025-08-08,2025-08,Influencer,Bengaluru,P107,Beauty & Grooming,1,699.0,0.0,699.0,80.0,13.98,250.0,355.02,0.0
ORD-015744,2026-04-01,2026-04,1786,2026-03-28,2026-03,Influencer,Delhi NCR,P105,Home & Kitchen,1,999.0,99.9,899.1,60.0,17.98,400.0,421.12,10.0
ORD-015745,2026-05-28,2026-05,8774,2026-05-26,2026-05,Paid Search,Mumbai,P107,Beauty & Grooming,1,699.0,244.65,454.35,100.0,9.09,250.0,95.26000000000002,35.0
ORD-015746,2025-05-26,2025-05,1938,2025-05-13,2025-05,Influencer,Bengaluru,P104,Fashion,1,1499.0,74.95,1424.05,60.0,28.48,600.0,735.5699999999999,5.0
ORD-015747,2026-05-31,2026-05,10882,2026-01-26,2026-01,Meta Ads,Hyderabad,P103,Fashion,2,1798.0,0.0,1798.0,60.0,35.96,600.0,1102.04,0.0
ORD-015748,2025-10-27,2025-10,10449,2025-10-18,2025-10,Paid Search,Hyderabad,P103,Fashion,1,899.0,314.65,584.35,80.0,11.69,300.0,192.66000000000003,35.0
ORD-015749,2026-05-04,2026-05,4113,2025-12-09,2025-12,Organic Search,Hyderabad,P107,Beauty & Grooming,1,699.0,0.0,699.0,100.0,13.98,250.0,335.02,0.0
ORD-015750,2025-06-26,2025-06,7433,2025-06-10,2025-06,Influencer,Bengaluru,P105,Home & Kitchen,1,999.0,0.0,999.0,80.0,19.98,400.0,499.02,0.0
ORD-015751,2025-05-29,2025-05,7699,2025-03-23,2025-03,Influencer,Mumbai,P105,Home & Kitchen,2,1998.0,0.0,1998.0,80.0,39.96,800.0,1078.04,0.0
ORD-015752,2026-05-09,2026-05,8438,2026-03-30,2026-03,Paid Search,Bengaluru,P107,Beauty & Grooming,1,699.0,174.75,524.25,80.0,10.48,250.0,183.77,25.0
ORD-015753,2026-02-08,2026-02,5535,2026-01-28,2026-01,Meta Ads,Bengaluru,P105,Home & Kitchen,3,2997.0,449.55,2547.45,60.0,50.95,1200.0,1236.4999999999998,15.0
ORD-015754,2026-03-05,2026-03,10530,2025-12-06,2025-12,Email Referral,Mumbai,P105,Home & Kitchen,2,1998.0,0.0,1998.0,60.0,39.96,800.0,1098.04,0.0
ORD-015755,2025-01-22,2025-01,6630,2025-01-20,2025-01,Paid Search,Mumbai,P101,Electronics,2,3998.0,999.5,2998.5,100.0,59.97,2400.0,438.53,25.0
ORD-015756,2026-03-28,2026-03,7172,2026-03-28,2026-03,Organic Search,Mumbai,P103,Fashion,1,899.0,44.95,854.05,60.0,17.08,300.0,476.96999999999997,5.0
ORD-015757,2025-06-09,2025-06,9462,2025-05-15,2025-05,Influencer,Bengaluru,P104,Fashion,3,4497.0,0.0,4497.0,60.0,89.94,1800.0,2547.06,0.0
ORD-015758,2025-06-05,2025-06,2491,2025-05-12,2025-05,Paid Search,Delhi NCR,P104,Fashion,1,1499.0,524.65,974.35,60.0,19.49,600.0,294.86,35.0
ORD-015759,2024-11-18,2024-11,7042,2024-10-01,2024-10,Paid Search,Mumbai,P103,Fashion,1,899.0,134.85,764.15,100.0,15.28,300.0,348.87,15.0
ORD-015760,2026-02-10,2026-02,10873,2026-02-09,2026-02,Paid Search,Delhi NCR,P107,Beauty & Grooming,1,699.0,104.85,594.15,100.0,11.88,250.0,232.26999999999998,15.0
ORD-015761,2025-03-14,2025-03,5770,2025-01-22,2025-01,Paid Search,Mumbai,P107,Beauty & Grooming,1,699.0,0.0,699.0,80.0,13.98,250.0,355.02,0.0
ORD-015762,2026-01-15,2026-01,7390,2025-12-11,2025-12,Meta Ads,Hyderabad,P104,Fashion,2,2998.0,449.7,2548.3,60.0,50.97,1200.0,1237.3300000000002,15.0
ORD-015763,2025-08-21,2025-08,9602,2025-08-04,2025-08,Organic Search,Hyderabad,P106,Beauty & Grooming,1,499.0,49.9,449.1,60.0,8.98,150.0,230.12000000000003,10.0
ORD-015764,2024-09-29,2024-09,7642,2024-08-31,2024-08,Organic Search,Mumbai,P103,Fashion,1,899.0,44.95,854.05,80.0,17.08,300.0,456.96999999999997,5.0
ORD-015765,2026-03-18,2026-03,10634,2026-03-15,2026-03,Organic Search,Hyderabad,P107,Beauty & Grooming,2,1398.0,69.9,1328.1,80.0,26.56,500.0,721.54,5.0
ORD-015766,2026-03-28,2026-03,8156,2026-03-02,2026-03,Influencer,Pune,P107,Beauty & Grooming,3,2097.0,0.0,2097.0,100.0,41.94,750.0,1205.06,0.0
ORD-015767,2024-10-30,2024-10,9984,2024-09-25,2024-09,Meta Ads,Bengaluru,P106,Beauty & Grooming,1,499.0,174.65,324.35,100.0,6.49,150.0,67.86000000000003,35.0
ORD-015768,2024-10-12,2024-10,6343,2024-08-27,2024-08,Paid Search,Mumbai,P107,Beauty & Grooming,1,699.0,244.65,454.35,60.0,9.09,250.0,135.26000000000002,35.0
ORD-015769,2025-12-25,2025-12,1360,2025-12-25,2025-12,Meta Ads,Hyderabad,P106,Beauty & Grooming,1,499.0,124.75,374.25,60.0,7.48,150.0,156.77,25.0
ORD-015770,2024-12-18,2024-12,5678,2024-10-14,2024-10,Email Referral,Hyderabad,P102,Electronics,1,799.0,39.95,759.05,60.0,15.18,450.0,233.86999999999995,5.0
ORD-015771,2026-06-29,2026-06,6140,2026-06-13,2026-06,Email Referral,Pune,P103,Fashion,1,899.0,44.95,854.05,60.0,17.08,300.0,476.96999999999997,5.0
ORD-015772,2025-12-31,2025-12,9615,2025-12-12,2025-12,Paid Search,Bengaluru,P104,Fashion,1,1499.0,374.75,1124.25,60.0,22.48,600.0,441.77,25.0
ORD-015773,2025-05-11,2025-05,9313,2025-03-10,2025-03,Paid Search,Pune,P107,Beauty & Grooming,3,2097.0,524.25,1572.75,100.0,31.46,750.0,691.29,25.0
ORD-015774,2026-01-04,2026-01,3221,2025-07-04,2025-07,Organic Search,Mumbai,P102,Electronics,1,799.0,39.95,759.05,80.0,15.18,450.0,213.86999999999995,5.0
ORD-015775,2025-08-23,2025-08,5130,2025-07-19,2025-07,Paid Search,Mumbai,P104,Fashion,3,4497.0,1124.25,3372.75,80.0,67.46,1800.0,1425.29,25.0
ORD-015776,2025-05-03,2025-05,9263,2025-04-28,2025-04,Organic Search,Mumbai,P101,Electronics,1,1999.0,99.95,1899.05,60.0,37.98,1200.0,601.0699999999999,5.0
ORD-015777,2025-04-26,2025-04,4693,2025-03-12,2025-03,Organic Search,Hyderabad,P106,Beauty & Grooming,1,499.0,0.0,499.0,60.0,9.98,150.0,279.02,0.0
ORD-015779,2025-02-11,2025-02,9206,2025-02-11,2025-02,Paid Search,Hyderabad,P102,Electronics,1,799.0,199.75,599.25,80.0,11.98,450.0,57.269999999999996,25.0
ORD-015780,2025-03-17,2025-03,6426,2025-03-15,2025-03,Meta Ads,Hyderabad,P103,Fashion,1,899.0,314.65,584.35,80.0,11.69,300.0,192.66000000000003,35.0
ORD-015781,2026-04-08,2026-04,4901,2026-03-13,2026-03,Meta Ads,Pune,P104,Fashion,1,1499.0,374.75,1124.25,60.0,22.48,600.0,441.77,25.0
ORD-015782,2025-05-22,2025-05,9463,2025-05-22,2025-05,Paid Search,Bengaluru,P103,Fashion,3,2697.0,943.95,1753.05,60.0,35.06,900.0,757.99,35.0
ORD-015783,2025-03-08,2025-03,6893,2025-02-19,2025-02,Meta Ads,Delhi NCR,P104,Fashion,1,1499.0,374.75,1124.25,60.0,22.48,600.0,441.77,25.0
ORD-015784,2025-10-18,2025-10,6614,2025-10-08,2025-10,Paid Search,Hyderabad,P105,Home & Kitchen,2,1998.0,499.5,1498.5,60.0,29.97,800.0,608.53,25.0
ORD-015785,2025-01-05,2025-01,10776,2024-11-25,2024-11,Meta Ads,Mumbai,P106,Beauty & Grooming,2,998.0,249.5,748.5,60.0,14.97,300.0,373.53,25.0
ORD-015786,2025-12-28,2025-12,1523,2025-12-17,2025-12,Email Referral,Delhi NCR,P104,Fashion,1,1499.0,0.0,1499.0,60.0,29.98,600.0,809.02,0.0
ORD-015787,2025-04-01,2025-04,3818,2025-03-17,2025-03,Paid Search,Pune,P106,Beauty & Grooming,1,499.0,74.85,424.15,80.0,8.48,150.0,185.67,15.0
ORD-015788,2026-07-20,2026-07,5951,2026-03-18,2026-03,Meta Ads,Pune,P105,Home & Kitchen,1,999.0,249.75,749.25,60.0,14.98,400.0,274.27,25.0
ORD-015789,2025-07-29,2025-07,3840,2025-06-12,2025-06,Meta Ads,Mumbai,P104,Fashion,1,1499.0,524.65,974.35,60.0,19.49,600.0,294.86,35.0
ORD-015790,2025-06-10,2025-06,8890,2025-04-04,2025-04,Meta Ads,Mumbai,P104,Fashion,1,1499.0,374.75,1124.25,80.0,22.48,600.0,421.77,25.0
ORD-015791,2026-07-24,2026-07,8492,2026-06-20,2026-06,Meta Ads,Hyderabad,P105,Home & Kitchen,2,1998.0,0.0,1998.0,60.0,39.96,800.0,1098.04,0.0
ORD-015792,2025-01-06,2025-01,9015,2025-01-01,2025-01,Organic Search,Mumbai,P106,Beauty & Grooming,1,499.0,24.95,474.05,100.0,9.48,150.0,214.57000000000002,5.0
ORD-015793,2026-02-21,2026-02,8692,2026-01-26,2026-01,Influencer,Mumbai,P106,Beauty & Grooming,1,499.0,24.95,474.05,60.0,9.48,150.0,254.57000000000002,5.0
ORD-015794,2025-05-22,2025-05,1443,2025-05-12,2025-05,Meta Ads,Mumbai,P101,Electronics,1,1999.0,299.85,1699.15,80.0,33.98,1200.0,385.1700000000001,15.0
ORD-015795,2025-11-26,2025-11,7395,2025-11-13,2025-11,Email Referral,Delhi NCR,P103,Fashion,1,899.0,44.95,854.05,80.0,17.08,300.0,456.96999999999997,5.0
ORD-015796,2025-06-19,2025-06,9003,2025-03-29,2025-03,Paid Search,Pune,P102,Electronics,1,799.0,119.85,679.15,60.0,13.58,450.0,155.56999999999996,15.0
ORD-015797,2025-03-01,2025-03,10414,2024-11-20,2024-11,Paid Search,Mumbai,P106,Beauty & Grooming,1,499.0,174.65,324.35,60.0,6.49,150.0,107.86000000000003,35.0
ORD-015798,2026-06-26,2026-06,1895,2026-06-15,2026-06,Organic Search,Delhi NCR,P106,Beauty & Grooming,1,499.0,0.0,499.0,60.0,9.98,150.0,279.02,0.0
